Tub,Building,Unknown,kBtu.00,MTCDE.00,kBtu.01,MTCDE.01,kBtu.02,MTCDE.02,kBtu.03,MTCDE.03,kBtu.04,MTCDE.04,kBtu.05,MTCDE.05,kBtu.06,MTCDE.06,kBtu.07,MTCDE.07,kBtu.08,MTCDE.08,kBtu.09,MTCDE.09,kBtu.10,MTCDE.10,kBtu.11,MTCDE.11,kBtu.12,MTCDE.12,kBtu.13,MTCDE.13,kBtu.14,MTCDE.14,kBtu.15,MTCDE.15,kBtu.16,MTCDE.16,kBtu.17,MTCDE.17,kBtu.18,MTCDE.18,kBtu.19,MTCDE.19,kBtu.20,MTCDE.20,kBtu.21,MTCDE.21
370,77 Dunster Street (04315; B-320),6026,451204,30.4,582091,41.2,491945,34.7,643469,43.1,471769,29.2,435591,25.8,363725,23.8,366754,23.7,388560,24.5,357018,23.0,327128,21.8,347448,23.2,311067,20.7,343133,22.4,358532,23.2,364361,23.5,325207,21.4,327669,21.5,317571,20.4,345537,21.9,339265,20.8,131013,7.8
370,8 Prescott Street (04115; B-958),6841,639733,52.0,629450,51.3,514842,44.7,660915,51.0,668736,51.6,642152,50.4,603722,49.0,540684,44.0,557880,44.9,502868,40.6,397854,30.9,463196,33.7,366593,29.2,446129,33.9,75772,7.6,,,,,,,,,,,,,,
370,9 Kirkland Place (04320; B-385),5999,370803,21.6,326656,18.1,272193,16.2,386052,22.7,375071,22.0,366800,21.4,329356,19.2,314992,18.5,347528,20.8,299523,18.2,224546,14.2,278673,16.9,215900,13.5,250139,15.3,260178,16.5,276274,17.5,270351,17.1,300732,18.2,291799,17.6,300221,18.1,263089,15.9,103075,6.1
370,Barker Center (04120; B-196),81760,7399121,515.0,7597103,523.7,6754147,480.7,7039756,531.8,7371449,525.5,6528550,483.8,5971906,460.6,5163628,407.5,5707831,441.5,5399426,426.1,4992388,402.7,5559461,428.1,4772987,369.6,5276387,403.4,5519074,418.6,5829026,436.5,5236367,382.1,5205290,370.8,5192249,375.6,5173310,369.6,4150922,304.7,2333168,170.7
370,"Barker Center, Warren House (04122; B-339)",10713,305414,21.8,333633,23.8,530694,37.2,707382,49.5,1507819,104.3,1757887,121.3,2455699,169.2,1407063,97.2,620703,43.1,436523,30.4,615472,42.6,295686,20.7,231323,16.2,291309,20.3,347151,24.1,379800,26.4,453290,35.3,568869,45.6,551364,44.0,531299,42.2,480376,38.3,296020,23.4
370,Biological Laboratory (04325; B-311),219166,81475426,5472.6,76340236,5161.5,72821266,4946.1,80007960,5440.4,74170508,5114.5,72027627,5083.3,73848716,5069.8,69929881,4866.2,58428395,4232.4,55844015,4164.6,55908707,4116.9,69319683,4862.2,57260273,4071.3,66364422,4698.7,62532250,4330.4,68799263,4838.5,59328099,4169.9,55132315,3975.6,53431800,3908.8,51180447,3664.1,51218940,3560.3,36955161,2481.4
370,Boylston Hall (04330; B-312),48542,4024361,259.1,5087750,350.6,4794612,319.0,4808578,338.8,4522341,319.5,4628198,318.7,4278975,302.3,3686671,282.0,3981589,271.5,3239263,240.3,3306705,221.4,3287741,241.5,3086394,234.3,3234570,245.2,3345144,253.9,3295265,251.5,3122453,233.0,3185065,235.2,3235533,244.9,3379719,247.4,2643352,197.8,1370548,98.5
370,Busch Hall- C. E. Studies (370-FCOR; B-476),,1878014,148.4,1940606,156.8,2958483,223.3,3793095,281.2,3384207,250.9,3645306,276.2,3351365,250.6,3034315,226.9,3031187,235.7,2820580,213.3,3110975,232.4,3595822,262.4,2965721,217.5,3321714,238.7,3753265,269.4,3320299,237.6,3416713,239.2,2472270,178.1,2163953,154.9,2421545,170.2,2070286,148.1,1367862,95.1
370,Byerly Hall (03091; B-543),42410,1534376,175.4,1552801,177.5,1720672,196.7,1874212,214.2,1656185,189.3,1605005,183.5,1956100,223.6,731874,83.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Carpenter Center (04340; B-341),60034,5346981,369.3,6833616,445.0,8376219,641.9,9955560,759.3,9569315,736.5,8782951,684.2,8776654,664.1,6944157,533.6,7888039,600.5,6947327,532.2,6812971,512.9,7951997,561.2,5458331,406.9,5504801,397.5,5460793,393.1,6651464,479.9,5982825,431.6,6483212,455.6,7123639,494.9,7515202,519.4,7355023,491.6,3762273,265.2
370,CEA 38 Oxford Street (04350; B-117),118127,4396845,481.8,4495441,495.7,4180792,463.9,4118930,456.6,4236355,463.3,4234666,375.1,3534590,277.3,3221276,265.0,3724394,287.5,3266197,248.7,3352674,253.7,3835925,306.9,3455669,275.7,4734344,377.4,5570928,471.5,5429977,486.3,4007708,365.0,4370673,385.5,4545931,372.3,5067986,418.3,4513231,377.4,2337495,230.1
370,CEA Hep Lab 42 Oxford Street (04345; B-116A),27174,1658468,142.3,2303978,214.0,2630464,237.1,1898798,155.8,2004194,166.9,796452,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,"Chemistry Labs A, B, C (04130; B-313)",,19923800,1360.3,26245090,1785.6,22561010,1544.7,23839900,1632.7,24167492,1655.3,22027591,1508.6,21732332,1486.9,21386063,1464.7,22453120,1535.4,20347390,1389.3,17814030,1215.8,19446450,1327.9,17944010,1226.4,23754920,1623.3,22775920,1557.1,23275430,1591.5,21434960,1464.9,23040470,1575.8,23518840,1608.6,23434760,1602.9,21195520,1450.2,14444490,988.3
370,Conant Chemistry Lab (04131; B-313B),42473,18946791,1408.8,17860335,1359.9,15296975,1223.6,17622820,1385.5,17709372,1395.8,18845039,1480.4,15072109,1170.9,15744006,1229.0,17244557,1375.1,17622707,1397.8,12068191,987.0,14688853,1126.9,12983689,983.1,15311400,1166.8,19484000,1422.9,19976178,1445.4,18260248,1303.1,18241414,1288.8,18851681,1293.7,18551008,1266.2,18960845,1268.2,14358001,963.2
370,Converse Chemistry Lab (04132; B-313A),60020,10574118,798.5,10354335,788.6,11763766,829.0,10603866,761.4,9430049,683.5,9287953,672.4,12041056,717.7,9685855,672.7,10354335,742.8,9210601,653.2,8608581,643.2,9580193,671.2,9542419,703.3,9775944,707.3,8973399,645.4,7555243,546.2,7457662,556.2,7971767,582.0,8083805,569.0,8898143,593.6,7840805,520.9,6479855,391.3
370,Emerson Hall (04365; B-319),57093,3134295,249.2,3489935,278.0,3448145,276.2,4104957,322.0,3852466,309.7,3756859,301.2,3184136,244.1,3167220,236.2,2965938,227.0,2913572,224.3,2769746,211.6,2967493,224.8,2313350,181.4,2815085,214.2,3164326,238.4,3137097,237.0,2958255,224.3,3038786,227.4,3423712,253.8,3523087,260.0,2790300,203.3,1299569,98.4
370,Farlow Herbarium (04370; B-317),13708,345180,33.1,348804,35.0,337289,31.8,431926,38.0,371703,33.8,336596,31.3,369744,34.6,433832,44.2,459682,43.7,423715,38.3,332938,32.3,563862,53.2,495801,45.9,485046,44.2,469013,42.8,640521,54.0,900698,72.0,851964,69.6,887111,72.9,902259,68.2,781374,60.5,494147,41.2
370,Gibbs Chemistry Lab (04140; B-323),12646,1098131,93.8,5971,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Harvard Hall (04375; B-324),26675,1574292,128.3,2273536,175.6,1970090,151.0,2515400,186.4,2207471,163.9,1870947,137.2,2047053,145.0,2138007,152.4,1868875,140.2,1714628,127.2,1298905,102.0,1617341,121.4,1416617,106.0,1441594,109.8,1546066,113.3,1669588,121.8,1679082,118.5,1715768,121.8,1468863,106.8,1557070,113.1,994646,86.4,822907,50.4
370,Hoffman Laboratory (04145; B-332),47200,7923758,594.1,8555441,646.4,8153183,611.5,8626173,652.1,12615796,916.8,15224108,1032.8,15591814,1083.2,13399848,974.4,12759652,892.8,12510692,889.5,11035403,813.2,14646039,984.2,13727422,928.4,15773054,1080.2,15746944,1077.6,15049112,1055.4,14791449,1020.9,13601777,956.2,15752573,1088.6,16508665,1136.4,14683710,1019.6,10034235,688.3
370,Holden Chapel (04380; B-325),1795,175128,14.7,267952,16.6,199057,14.0,246014,15.8,233594,15.4,259273,17.1,275675,17.0,245338,16.0,196482,14.9,260816,17.5,234687,17.0,263223,17.7,227907,14.5,197885,13.6,228142,14.4,212444,13.2,238072,15.2,283258,17.2,185289,13.0,151293,10.7,124379,9.6,82543,6.1
370,Jefferson Laboratory (04221; B-326),49913,5683976,400.6,5954315,414.4,6665305,436.0,8446053,526.4,9843592,585.1,10601246,606.9,10025111,584.7,9413895,549.0,9005994,492.9,7799389,427.0,7519549,426.8,7439053,423.0,9752141,544.6,9852959,547.6,11647579,657.0,10187096,552.7,10224146,539.3,10255279,535.6,10439394,520.1,9821614,474.8,8972633,425.6,5627666,247.8
370,Kirkland St / Street Lights (04100; B-066),,4207,0.5,4207,0.5,3951,0.5,4463,0.5,4207,0.5,4207,0.5,4207,0.5,4207,0.5,4207,0.5,4480,0.5,3934,0.4,4480,0.5,3934,0.4,4207,0.5,4207,0.5,4480,0.5,3934,0.4,4207,0.5,4207,0.5,4207,0.5,4207,0.5,2617,0.3
370,Littauer Center (04385; B-705),89890,6576930,566.6,5576662,504.1,6203748,551.3,6333540,561.9,6051956,537.0,6411891,563.2,7138618,612.7,6811564,584.7,6984765,584.6,7499246,576.1,7233290,525.1,6566267,499.7,5595336,436.0,5707984,437.6,5869429,442.5,5640263,432.8,6772385,508.2,5579666,418.1,5847172,436.6,7011331,514.0,5499770,419.2,2755237,200.5
370,Loeb Drama Center (04390; B-362),66556,3497554,367.1,6291196,573.4,4841766,465.1,5738480,535.6,5486007,514.4,5836012,535.3,5327507,497.4,4795262,451.8,5301203,486.5,5400233,489.4,4961153,459.3,5542488,497.7,4497436,429.1,3842610,337.1,4642308,382.4,5932528,477.9,4801521,405.2,4124480,348.0,4092515,341.6,4049646,334.7,3448601,270.8,1361228,100.2
370,Lowell Lecture Hall (04395; B-331),30947,2725891,219.4,2953589,236.2,2826264,232.9,2832755,234.7,2786033,231.1,2361520,202.0,2442673,195.7,2386672,180.0,2179758,166.6,2653214,198.9,2291586,174.8,1993756,152.9,1705199,134.9,1584765,120.1,1449345,109.7,1561586,113.9,1394485,104.2,1460590,107.6,1617917,117.4,1570206,118.6,1328930,95.4,658665,49.7
370,Lyman Laboratory (04222; B-335),47424,3077377,295.8,3542438,346.2,3919866,402.1,5444304,553.6,7035281,728.7,4077768,383.5,3474694,341.6,3468350,341.6,3178158,316.0,2909046,290.2,2569942,256.8,2520284,249.8,3319662,306.4,3776757,346.3,4616422,405.8,3662366,339.0,3298320,312.1,3504510,330.8,3417856,313.1,3658212,336.7,3462934,325.2,2241920,222.3
370,Mallinckrodt Chemistry Lab (04133; B-313C),131933,18821120,1803.5,22856096,1987.5,24747648,2062.8,24274656,2114.0,25372230,2262.9,24118694,2162.7,24111165,2147.0,23668566,2055.2,24676384,2066.4,23929542,1927.0,24225456,1932.6,24985368,1962.6,23707789,1805.2,22946601,1749.2,22983550,1749.6,22212070,1730.2,22834802,1651.7,22979866,1649.1,21497402,1605.5,21504082,1559.0,19098425,1452.4,15277969,1054.8
370,Mallinkrodt-Hoffman Link (04134; B-309),27605,16286134,812.3,15500930,806.5,14664590,732.0,12692360,795.1,15536454,871.1,16266021,847.4,16023367,819.9,17045158,861.0,19172638,1025.6,14000504,737.7,15349196,775.9,14893134,675.3,14171378,562.4,16676091,774.3,18534636,882.7,14874069,712.1,14694307,670.7,15765734,723.9,15873689,746.9,16234350,767.4,13617616,656.4,10879382,519.9
370,Memorial Hall (04400; B-105),127537,17222647,1149.2,18624334,1349.3,16159124,1117.6,17263748,1221.0,16884695,1153.0,14929054,1081.2,16609843,1171.1,16677271,1144.5,19886332,1381.2,16385360,1097.0,15262510,1050.4,16261877,1101.1,13346720,918.0,13354965,914.6,13747577,946.3,14825895,1029.4,14133796,954.0,14176597,953.5,13666006,933.4,13850130,929.8,11259248,778.0,6419169,446.3
370,Music Building (04405; B-330),37802,4675493,337.9,5087411,360.3,4142561,302.9,5432246,377.6,5545628,383.5,5645599,391.3,4671545,343.3,6619505,499.5,6496169,455.7,5875438,432.8,4011400,299.7,3921577,307.0,4105335,313.7,4760406,359.1,5374113,396.8,3736837,289.6,4007955,287.2,4508452,305.4,5147028,338.0,5098273,349.5,4222874,291.2,2208857,155.7
370,Naito (04135; B-195),58839,15142380,1245.0,27019989,2188.3,22399686,1542.1,22343368,1654.2,23634808,1730.7,38941301,2535.6,42055263,2586.4,36654406,2264.5,32576387,2145.2,26836327,1902.4,24922250,1777.6,26389911,1796.6,24516816,1688.3,24581689,1735.4,25516984,1797.4,25590964,1820.7,25874000,1813.9,27414245,1895.5,27993600,1917.7,27495525,1870.9,25874287,1748.2,21538166,1367.7
370,O E B Green House (04410; B-344),8053,5204341,297.1,6050319,356.8,5308452,308.4,5956029,350.6,5819628,362.2,4250682,250.3,3774032,244.9,4532282,307.7,5048362,300.4,3728946,234.3,4556415,296.1,4938884,311.8,5020303,326.3,4264636,259.3,3695940,232.6,3703340,222.9,3825032,229.3,3441093,207.6,3970996,245.4,3375407,208.4,2020369,120.8,2327510,147.4
370,Observatory A C D and E (04190; B-665),,5852599,344.5,7454615,433.2,5692417,340.5,7681836,448.1,5722499,343.7,4377857,274.1,3863482,251.9,4081860,256.3,4323224,267.8,3770741,238.9,3382544,218.3,3545487,226.8,3328545,216.9,3513561,225.2,3562942,222.5,3648397,223.4,3306067,204.6,3574257,217.6,2624736,165.8,3685946,224.2,3264045,196.5,1837541,113.0
370,Observatory Bldg A (04191; B-665A),6796,367558,42.0,387579,44.3,388006,44.4,392554,44.9,390343,44.6,413609,47.3,446989,51.1,386887,44.2,368622,42.1,375845,43.0,351126,40.1,342551,39.2,366640,41.9,323652,37.0,282145,32.2,260510,29.8,253338,29.0,245647,28.1,218211,24.9,201168,23.0,359734,41.1,96280,11.0
370,Observatory Bldg B (04192; B-667),47695,11213728,816.3,13807246,977.3,11367293,854.3,14376148,1026.5,11552747,875.3,9781759,793.4,9483102,811.7,9189988,748.9,9418358,751.8,8782458,721.2,8283925,695.0,8514010,706.1,8326748,707.0,8476558,705.0,8102080,649.7,7926948,616.4,7363165,582.4,7658631,589.7,6123040,499.0,7875216,605.2,6809161,514.1,4029050,315.3
370,Observatory Bldg C (04193; B-665C),7898,50802,5.8,53043,6.1,51712,5.9,51095,5.8,49373,5.6,47229,5.4,51939,5.9,47457,5.4,43591,5.0,44566,5.1,46320,5.3,49081,5.6,49698,5.7,47164,5.4,44793,5.1,43819,5.0,44533,5.1,44013,5.0,39531,4.5,37420,4.3,29104,3.3,17735,2.0
370,Observatory Bldg D (04194; B-665D),15971,725599,82.9,777143,88.8,751808,85.9,784540,89.7,770239,88.0,763909,87.3,769689,88.0,779332,89.1,791456,90.5,810686,92.7,779735,89.1,812292,92.8,783655,89.6,808830,92.5,785165,89.7,798145,91.2,748119,85.5,777479,88.9,781663,89.3,778122,88.9,653436,74.7,405780,46.4
370,Observatory Bldg E (04195; B-665E),1209,284322,32.5,296865,33.9,289412,33.1,285958,32.7,276323,31.6,264325,30.2,290684,33.2,265597,30.4,243964,27.9,249418,28.5,259234,29.6,274687,31.4,278141,31.8,263961,30.2,250690,28.7,245237,28.0,249236,28.5,246327,28.2,221240,25.3,209424,23.9,162885,18.6,99258,11.3
370,Oxford St / Street Lights (04100; B-068),,8434,1.0,7599,0.9,8434,1.0,8329,1.0,8434,1.0,8591,1.0,8434,1.0,8434,1.0,8434,1.0,8434,1.0,8434,1.0,7704,0.9,8434,1.0,8434,1.0,8434,1.0,8434,1.0,8434,1.0,8434,1.0,8434,1.0,8434,1.0,8434,1.0,5248,0.6
370,Perkin Laboratory (04197; B-670),78613,23142159,1885.8,27423773,2154.2,22864264,1887.5,27665352,2156.0,22437288,1838.3,21362025,1912.0,19333646,1765.8,22552902,2085.9,23546153,2161.6,21111355,1949.1,19589601,1823.9,20538401,1907.4,17692292,1618.8,16727049,1476.9,15758877,1345.6,16394834,1396.5,15515328,1346.1,16424706,1406.5,13702994,1235.1,16901072,1445.6,15506917,1337.0,9480633,844.3
370,Robinson Hall (04415; B-376),45252,2462865,207.7,2658622,221.1,2600468,221.6,2774699,232.3,2571592,215.3,2633176,220.0,2453265,201.1,2739593,222.9,2359818,197.9,2389117,208.0,2494089,194.9,2617047,195.1,1827541,142.2,2315744,178.7,2322348,183.4,2588788,196.8,2328835,177.5,2444782,182.5,2156938,168.0,2503948,198.1,2126370,160.6,961146,77.3
370,Rosovsky Hall (04552; B-380),9298,509401,58.2,691742,79.1,553573,63.3,724924,82.9,425081,48.6,339235,38.8,393888,45.0,370683,42.4,388521,44.4,349819,40.0,405475,46.3,369281,42.2,424176,48.5,414053,47.3,408969,46.7,334570,38.2,369066,42.2,341190,39.0,368360,42.1,450596,51.5,376584,43.0,249069,28.5
370,Science Center (04420; B-357),349255,47250715,3528.2,55552703,4077.8,46804231,3482.1,51894109,3810.6,60054317,4232.3,68638933,4789.3,71451794,4887.2,67130612,4665.2,67424921,4793.3,71238426,5006.6,60942913,4266.8,60635085,4211.8,59045217,4062.9,58144468,4041.7,53055231,3721.8,56874118,3890.8,50020845,3411.9,48906588,3315.5,53850907,3692.6,51071689,3503.7,48957247,3254.6,29610606,1899.6
370,Sever Hall (04425; B-336),65541,3609818,294.0,4487516,346.7,4584260,359.3,5319179,388.9,4871544,382.9,4724608,385.7,4818578,394.1,5612566,411.8,5014091,384.6,4865352,380.0,4345745,342.9,4760926,358.7,4723382,342.5,4198641,321.0,4392195,333.6,4470685,340.0,4194697,319.4,4423297,332.0,5098995,377.9,5271394,377.6,3928746,288.9,1942782,138.8
370,Shannon Hall (04430; B-333),7991,343145,26.4,391890,29.8,326856,25.0,325920,24.4,307480,23.0,276416,20.7,285126,20.0,299606,21.3,284910,20.0,292583,20.5,281988,19.9,324603,24.0,248518,18.7,334449,24.4,339803,24.6,359345,26.1,338705,26.8,354502,28.2,325152,26.0,278290,22.6,291928,23.2,192214,15.5
370,Sherman Fairchild Biochemistry (04435; B-310),105271,35438476,2534.1,37895608,2704.6,36145378,2576.8,43396502,3057.8,43952720,3110.5,41762282,2968.0,43830810,3113.9,45712013,3198.0,44051746,3163.4,42981834,3142.5,39463128,2921.0,8692173,615.4,33629624,2505.6,36435447,2673.1,35981224,2613.9,28126442,2188.4,25825128,2075.3,25630151,2065.4,25827701,2058.4,23959051,1903.0,21447242,1738.8,15527670,1198.2
370,University Hall (04445; B-337),38333,1954063,167.9,1334343,104.7,2058189,156.7,2728887,198.6,2552802,186.9,2569329,190.7,2470942,178.8,2376585,171.3,2646288,189.3,2401352,173.8,1902808,146.5,2109173,157.2,1831175,136.4,1945979,143.1,2036996,151.2,1935768,143.1,1789824,130.8,2023274,144.9,2003938,147.1,2015923,147.3,2002569,145.6,1183469,80.9
370,University Herbaria (04230; B-345),66584,5949361,443.7,6222605,465.6,6231411,463.1,7023003,512.4,7066754,534.0,7715650,557.2,7645425,583.0,7217232,536.1,7794562,591.4,6014743,406.7,8168217,524.2,5911932,393.4,5524471,365.4,5933189,378.1,6204113,396.0,7281073,478.0,6468030,445.8,6586791,454.5,6342079,447.2,5532520,402.3,5118393,378.2,3048919,219.0
370,University Museum (04240; B-338),188801,4669808,417.6,4877532,431.3,4473754,407.9,5318085,465.4,5173944,466.7,5486954,499.3,5575915,512.3,5618026,520.5,6190856,570.7,5826126,540.6,5773361,531.4,6161477,561.6,5569911,521.9,5898435,541.2,6049654,537.0,5767046,519.6,5463855,496.3,5282192,479.9,3498378,311.2,,,,,,
370,Vanserg Building (04455; B-334),55206,2466394,209.3,2816985,237.0,2642469,232.1,2813176,248.7,2781477,249.2,2572169,232.4,2799764,249.0,2790883,245.4,2631288,229.7,2454041,207.4,2436846,208.5,2915139,258.8,2517658,232.8,3081360,273.6,2928839,253.9,3111543,270.6,2606440,230.6,2537161,220.2,2605196,234.5,2220774,201.7,2062374,178.0,1248944,106.0
370,William James Hall (04460; B-364),170304,24271906,1780.6,24227230,1789.1,25658127,1899.1,29777877,2199.1,25520554,2004.8,20592082,1631.8,21909028,1643.9,23143112,1695.5,21509511,1604.8,21618051,1688.9,14958015,1120.8,15916124,1203.7,15376017,1146.9,15573246,1179.6,15994796,1215.0,15025871,1142.5,14478038,1068.4,13277641,955.4,14645638,1048.7,15779768,1123.0,15372829,1056.6,7729818,526.9
370,155 Fawcett Street (04553; B-N4553),33520,,,,,913408,66.8,673808,49.3,1483593,108.4,1640573,119.9,623935,45.6,849835,62.1,721429,52.7,1251299,91.5,790148,57.8,1081380,79.0,1053006,77.0,967982,70.8,731132,53.4,975950,71.3,612021,44.7,551378,40.3,1301568,110.3,1566461,131.2,1316342,106.4,169138,15.8
370,Bauer Life Sciences Building (04480; B-04480),57741,,,,,4586425,482.7,31205854,2653.6,29201362,2141.9,25707248,1949.4,25575941,1916.9,27837457,2092.3,28375534,2146.7,24841789,1813.8,22329017,1670.8,25385206,1818.4,25851027,1836.7,25041344,1785.3,21708074,1507.4,20463896,1394.5,19170832,1278.5,18170741,1237.0,17611832,1187.1,19394821,1283.9,17233229,1163.9,12686891,817.5
370,Hilles Library (04930; B-549),102686,,,,,249406,13.3,15802311,1392.2,16553438,1466.2,15732660,1328.5,13205292,1118.9,14340281,1232.5,13237130,977.9,13976032,1087.9,11752014,923.4,13020163,953.5,11016063,836.6,11988401,883.6,12449214,885.0,12777500,908.3,11456365,823.7,12468098,887.6,12607251,901.1,12315890,879.4,10586667,763.3,5638085,398.8
370,41 Winthrop Street (06040; B-629),2950,,,,,,,197979,11.1,33218,2.7,0,0.0,,,0,0.0,328,0.0,41,0.0,512,0.1,20,0.0,594,0.1,1024,0.1,1883,0.2,1003,0.1,1126,0.1,225,0.0,846,0.1,597,0.1,931,0.1,413,0.0
370,CGIS - Center for Govt + Intl Studies (04470; B-110),,,,,,,,143075,16.4,2528019,289.0,7074918,808.7,491328,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Biological Research Infrastructure (04559; B-04559),75350,,,,,,,,,435508,49.8,1375172,157.2,4161961,445.6,43242500,3011.8,37349692,2710.6,37507429,2624.2,35096537,2441.2,38624375,2628.1,36980620,2526.0,37175458,2544.5,37728981,2624.0,38001506,2616.2,35019236,2375.7,35063922,2422.0,37756761,2525.3,38038922,2516.2,36066707,2451.7,24872539,1609.1
370,Lab for Interface Science and Engineering (04481; B-04481),132500,,,,,,,,,290,0.0,359352,41.1,2975342,340.1,13673196,1075.0,68235202,4362.7,80917634,5132.4,70976765,4669.1,67212465,4367.9,65449312,4230.3,63997455,4174.8,62176604,4146.6,65139377,4427.5,71376160,4813.2,75239082,5103.9,80107494,5465.7,82145044,5558.3,76976229,5213.0,54255930,3540.4
370,1414 Massachusetts Avenue (04554; B-N4554),50000,,,,,,,,,,,3437958,393.0,3435829,392.7,3529318,403.4,3668446,419.3,4463387,510.2,4771614,545.4,4289321,490.3,4215267,481.8,3737478,427.2,2886006,329.9,1823646,208.4,1894752,216.6,1927916,220.4,1948962,222.8,1756498,200.8,1681461,192.2,686549,78.5
370,Dana Palmer (06006; B-102),5964,,,,,,,,,,,523615,31.6,464197,27.4,600373,31.3,474410,27.1,305259,22.4,258009,18.9,305479,21.9,240271,17.6,251996,17.8,297222,20.9,306911,21.4,246040,17.4,262293,18.1,264217,18.4,282291,19.1,248802,16.6,120702,8.1
370,Northwest Building (04560; B-04560),510000,,,,,,,,,,,190936,21.8,2241957,256.3,9980851,1140.8,43102151,3385.6,121001149,7964.8,126961147,8696.8,154016070,10456.8,154590362,10123.5,156506551,10293.4,150432208,9859.1,134428063,8925.8,123352020,8168.7,131003226,8591.8,130831331,8522.6,136206323,8747.7,130889912,8442.2,93476188,5749.2
370,Northwest Utility Plant (01385; B-01385),,,,,,,,,,,,32366,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Palfrey House (06025; B-413),4998,,,,,,,,,,,483216,44.6,257368,20.4,179900,9.6,208734,11.1,243200,12.9,224031,12.1,365529,35.1,227144,26.0,179075,20.5,179632,20.5,138674,15.9,132126,15.1,133382,15.2,132072,15.1,134986,15.4,118796,13.6,64374,7.4
370,CGIS South (04472; B-04472),100840,,,,,,,,,,,,,7958440,582.6,11338871,776.5,10603993,738.5,11097143,764.8,8071144,582.0,7920381,566.1,7429217,530.4,7293392,524.3,7351162,540.0,7128901,532.7,6824441,495.0,6812822,489.8,7248411,510.0,7467974,520.6,5687553,415.5,3414687,237.9
370,Farkas Hall (formerly known as New College theater & Hasty Pudding) (06017; B-019),38724,,,,,,,,,,,,,94171,10.8,231743,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Knafel Building (04471; B-04471),126003,,,,,,,,,,,,,12593659,851.6,18523275,1183.0,18229573,1255.9,18194685,1248.4,15142175,1061.0,16115903,1090.7,15327079,1011.0,14923107,996.8,14158868,969.6,13794816,916.2,12461653,800.0,12921461,823.7,12920223,832.6,12475101,825.7,10776934,718.2,6599481,441.8
370,Rowland Institute (04555; B-04555),99441,,,,,,,,,,,,,7931262,906.6,8408669,961.1,8212138,938.7,8712474,995.9,9386003,1072.8,9160811,1047.1,8689545,993.2,8158501,932.5,8322687,951.3,8301805,948.9,8508982,972.6,7714259,881.8,8671939,991.2,8673577,991.4,7086997,810.1,4920240,562.4
370,96 Prescott Street (04465; B-419),5200,,,,,,,,,,,,,,,,,,,22146,1.5,5289,0.4,,,,,,,,,,,,,,,,,,,,,,
370,Tozzer Library (04934; B-696),25045,,,,,,,,,,,,,,,,,,,,,,,,,,,13471,1.5,3595872,255.9,3612183,242.0,3616801,238.7,3259897,218.8,3007710,207.6,3190675,215.1,2877580,196.4,1879433,122.6
370,Museum of Comparative Zoology (04765; B-635),102115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131155,2.8,493972,10.4,4002085,302.1,,,,,,
385,Museum of Comparative Zoology (04765; B-635),102115,4577374,349.0,4939979,375.4,4283887,334.5,5563226,422.1,4969719,381.1,4990537,378.6,4944114,377.5,4898868,377.5,5432998,415.6,5425272,432.1,5960871,488.5,6239592,499.3,5315653,435.5,5848819,469.0,6640903,527.4,6183354,497.4,5918157,484.1,5857162,483.7,2599326,211.4,6774707,531.1,4951749,383.0,4331212,290.1
385,Museum of Comparative Zoology Addition (04760; B-636),45781,12127310,870.0,12760656,927.9,13143732,943.7,15987025,1123.2,14547905,1094.9,12452117,963.9,13920544,983.7,13627347,982.5,12242295,913.5,12612743,929.8,13480936,996.0,15537731,1080.5,15533345,1074.0,15189781,1037.8,15488182,1040.0,16628786,1162.2,13986094,978.4,14602334,1020.7,15235755,1055.4,14123842,964.9,13502200,927.4,9158833,597.3
385,Peabody Museum (04780; B-695),105891,7519148,532.3,8175456,618.8,7670316,567.1,10678109,726.0,10824004,735.2,12274948,821.2,12207668,845.1,10740776,755.9,13311686,871.2,11377995,766.6,9780346,671.3,10280285,678.5,8398439,569.2,7823718,537.1,9220268,616.0,9710207,642.7,9251986,619.1,9197813,612.3,9487684,634.5,9117477,610.9,7925932,537.1,5599591,365.8
385,Semitic Museum (04790; B-745),27374,2372715,175.3,1777057,133.4,1479542,113.2,1607036,126.5,1948681,154.8,1633679,131.8,2012440,158.1,1751837,140.1,728900,69.5,675653,63.0,1176759,97.3,1130193,94.3,1026948,87.3,1138528,93.0,1625847,129.6,1769472,141.3,1214594,102.3,1379909,114.2,1469509,122.0,1325489,111.9,1315783,105.4,1001552,76.8
385,University Museum (04240; B-338),188801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889340,174.8,5673781,513.3,6319237,536.9,2871409,253.2
