Tub,Building,Unknown,kBtu.00,MTCDE.00,kBtu.01,MTCDE.01,kBtu.02,MTCDE.02,kBtu.03,MTCDE.03,kBtu.04,MTCDE.04,kBtu.05,MTCDE.05,kBtu.06,MTCDE.06,kBtu.07,MTCDE.07,kBtu.08,MTCDE.08,kBtu.09,MTCDE.09,kBtu.10,MTCDE.10,kBtu.11,MTCDE.11,kBtu.12,MTCDE.12,kBtu.13,MTCDE.13,kBtu.14,MTCDE.14,kBtu.15,MTCDE.15,kBtu.16,MTCDE.16,kBtu.17,MTCDE.17,kBtu.18,MTCDE.18,kBtu.19,MTCDE.19,kBtu.20,MTCDE.20,kBtu.21,MTCDE.21
400,Child Hall (04860; B-782),26645,2066646,176.8,2369814,196.2,2127999,176.1,2512315,201.1,2226885,182.5,2132649,176.8,2176339,183.4,2063710,175.3,1728973,138.3,1960383,161.0,1528168,126.4,1293831,108.3,1420382,117.2,1438308,116.7,1604977,127.6,1772253,139.8,1589280,126.3,1702343,132.8,1688314,132.1,1779086,138.3,1466296,116.3,810430,63.2
400,Conant Hall (04861; B-784),49353,2642947,199.8,3198436,245.6,2496749,196.0,3145908,243.3,2633731,209.5,2229013,177.1,2160870,173.4,2490733,210.7,2114941,174.9,1930545,151.7,1718339,138.2,1846042,148.1,2321872,181.0,2079897,163.5,1911896,150.0,1991218,156.2,1705877,135.6,1818445,143.6,1825590,143.1,2076659,161.2,1814284,140.3,1001021,77.4
400,Dudley House Kitchen (Null; B-101),,1098075,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Holmes Hall (02580; B-566),12558,460030,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Lehman Hall (03361; B-104),25566,113430,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Perkins Hall (04862; B-783),74264,3193764,254.6,3699057,281.6,3811740,288.5,4677038,346.3,3701669,285.9,3838018,290.9,3540282,269.4,3848936,286.0,3833557,284.3,3197157,239.2,2960134,224.1,3004176,227.8,2569090,194.3,2803208,212.3,3033900,225.0,3016074,222.4,2714539,206.6,2840849,220.6,2835188,217.8,3093119,235.9,2651639,205.7,1348626,104.4
400,Richards Hall (04863; B-781),22005,2694778,209.3,2409539,191.7,2790303,210.9,3088061,230.0,2680746,207.1,2704504,208.9,2755097,213.7,2451211,190.4,2319520,186.7,2352859,184.6,2207670,173.1,1977901,162.0,1921186,142.4,1841289,135.0,2054624,148.3,2145739,154.3,1684004,127.4,1972857,143.7,1706923,128.0,1675913,127.0,1477271,110.5,731295,56.6
400,Story Hall (02572; B-562),28107,3450190,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Currier House (03240; B-500),,5320188,283.0,1536381,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Hilles Library (04930; B-549),102686,9496049,818.3,15072323,1277.9,12851355,1112.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Houghton Library (04931; B-586),43263,4033368,224.4,3727991,212.2,4335474,226.8,3134993,189.4,3025262,185.3,2622448,189.4,3094344,200.1,4758532,259.1,2787347,182.5,2815595,174.0,3443518,187.4,3009128,181.3,2828670,170.5,2580035,168.7,2602268,179.2,2178674,153.3,2562181,155.6,2290639,137.1,2606354,164.9,2677020,178.4,2296120,159.1,1796149,119.5
415,Lamont Library (04932; B-587),120788,9068658,558.9,9714889,563.6,8681580,557.0,9336566,621.0,8391358,580.4,8466279,600.5,9267866,640.3,8724820,652.0,9397431,695.9,9595589,706.4,9580072,688.4,9053577,657.9,8601568,633.4,8746823,631.0,7895774,579.8,8285765,597.2,6721784,482.0,6893850,456.1,5431941,395.3,6529940,467.5,5537383,397.3,3678374,253.9
415,Pusey Library (04933; B-588),92625,9675202,774.3,10398659,713.8,11604770,722.7,11067174,801.6,8687628,696.3,8207233,667.5,10704083,765.5,9499637,701.1,9135389,670.5,8608707,659.3,9511231,684.8,8689144,634.8,8032556,604.8,7835230,574.6,9149306,687.1,8902447,677.1,8499586,640.1,7804354,595.8,6975546,539.5,3805524,333.3,3408612,297.4,2002204,164.5
415,Tozzer Library (04934; B-696),25045,3025410,233.3,3276626,251.1,3330686,263.9,3609482,281.6,2819091,213.7,2724772,205.7,3318495,239.4,2702874,202.9,2631406,196.0,3029922,225.8,2694754,202.7,2376811,179.2,2165646,164.2,787449,58.3,578688,27.7,,,,,,,,,,,,,,
415,Widener Library (04935; B-585),234046,12828924,1231.9,14874167,1516.2,23037070,1888.4,38562342,2495.5,42994219,2837.8,42000868,2714.8,41066193,2596.7,38032127,2489.9,37038701,2430.0,36420447,2371.1,33425813,2192.1,32654477,2085.4,27729948,1770.4,29555461,1889.4,32975426,2094.8,29875371,1913.8,25872067,1660.6,21761625,1418.5,22314992,1473.1,21131352,1386.2,18167001,1178.0,12437610,776.0
430,219 Western Avenue (06039; B-844),94340,283060,32.4,239932,27.4,423907,48.5,548923,62.7,446290,51.0,368496,42.1,154768,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Aldrich Hall (05040; B-240),105726,8857994,798.6,8954881,821.8,10179121,910.7,9013768,791.0,8051819,719.8,8778650,813.1,8185072,762.7,6142394,566.5,5003885,486.7,4694172,460.3,5069465,473.4,6247564,562.7,6332250,572.5,6845907,609.5,6990167,628.8,6861699,616.6,6346323,574.3,6249650,569.0,6711041,608.1,6333784,572.4,6090331,548.2,3940160,355.7
430,Baker Library/Bloomberg (05000; B-241),184224,15447555,1319.4,12468745,1119.9,11876177,1038.5,13761726,1149.0,3417849,272.5,11251612,932.4,18419517,1588.7,17973083,1557.5,20630327,1730.8,19986146,1642.2,15660475,1294.6,14180675,1198.1,14955317,1237.2,18477054,1471.9,13977170,1157.6,13253646,1103.0,12073167,1015.3,11638978,975.2,12454651,1038.4,12754851,1063.2,11319506,945.1,6703830,540.1
430,Burden Hall (05022; B-263),31585,4816304,434.1,5200345,466.5,5159329,457.9,3503550,307.1,2954175,260.2,2889378,248.5,2523632,221.4,2063477,176.6,1727082,152.1,1519501,129.6,1396670,116.9,1530500,126.7,1678036,135.2,1545590,125.5,1524816,124.0,1821252,144.7,1448896,118.3,1281876,106.0,285694,29.2,,,,,,
430,Cash House (formerly Glass Hall) (05097; B-253),7563,803058,84.2,737761,78.3,686975,75.4,653248,69.9,614281,67.9,702116,77.7,504279,56.7,470037,53.7,510162,58.3,367268,42.0,792871,73.1,869036,67.0,821677,63.0,596586,46.7,616360,48.3,576306,46.2,519226,41.7,506285,40.4,582884,45.2,591740,46.1,535641,41.5,334358,24.8
430,Chase Hall (05064; B-250),50742,3589122,342.3,3397283,329.0,2704380,277.6,2936267,288.3,2538389,266.6,2271554,234.3,4505934,379.7,6026263,479.9,5226808,428.0,6073454,475.2,5784288,456.5,5075582,403.5,5083847,405.0,5494460,432.6,5308392,417.2,5500021,428.2,5102180,399.5,5380997,415.0,5242320,405.2,5378760,414.4,4979744,382.9,2729224,211.8
430,Class of 1959 Chapel HBS (05023; B-238),6932,763376,74.2,918112,88.2,1071788,101.9,856371,85.9,873788,88.0,823075,80.9,1424536,122.4,1610532,133.8,1838995,147.8,1294916,106.2,819874,65.8,1159642,91.2,774514,65.6,873374,71.7,880579,71.5,812559,66.7,666592,56.5,681437,56.6,708461,58.5,702988,58.5,728881,59.8,435619,36.4
430,Connell House (05094; B-252),6067,280135,24.5,213718,18.4,172039,16.5,205778,18.8,177063,17.9,182820,18.4,348802,31.3,474045,41.3,816366,79.0,495490,47.0,379747,31.7,395406,32.0,248149,21.3,255293,21.2,265419,22.3,256477,21.3,217703,18.0,174178,15.2,184408,15.8,188839,16.2,187535,16.1,127100,10.5
430,Cotting House (05092; B-262),16747,1654099,145.5,1679742,141.7,1218339,106.8,1452556,121.1,1437366,121.4,1363285,114.5,1087775,94.0,954723,81.6,1075048,91.1,808016,69.5,758987,64.4,1104239,87.5,753994,64.6,854564,70.7,699277,59.0,719399,60.6,620803,53.6,645246,55.1,648989,54.9,704075,58.3,613722,50.7,328287,26.6
430,Cumnock Hall (05042; B-268),26137,1753442,145.5,2399834,217.6,2367398,222.8,1922672,186.5,1924129,189.2,2090605,199.7,3120044,270.7,3211094,272.7,2685299,233.8,1856486,167.7,1642440,145.3,1003341,99.9,993851,98.9,953194,96.9,1758416,151.8,1651567,143.3,1550204,135.0,1805216,153.5,1849526,155.7,1802670,152.9,1647432,150.0,1717497,163.8
430,Dean`s House (05020; B-243),10978,1138970,86.2,2218104,142.7,1124456,77.2,2098345,138.1,1394320,96.0,1094609,81.7,1285246,93.4,1017284,74.2,1065219,70.3,1099986,71.8,1103804,71.0,827467,55.0,162940,18.6,680100,46.2,213494,21.3,1350701,81.8,563989,39.6,547018,37.5,601920,40.7,645781,43.2,617073,41.4,322519,23.5
430,Dillon House (05093; B-242),5674,379011,35.8,360523,35.2,294665,30.5,294108,28.9,238553,24.9,226224,23.3,524880,43.5,713693,55.8,601229,47.8,714721,54.7,660314,50.2,573293,43.7,567635,43.1,620349,46.8,599869,45.2,616881,45.8,566915,42.1,607191,44.7,593622,43.9,612177,45.2,557583,40.7,294611,21.3
430,Esteves Hall (formerly Baker Hall) (05066; B-265),78374,9392502,826.1,11967837,1050.7,11878645,1047.6,11687820,1014.3,12602422,1050.9,13941873,1157.7,9858417,871.0,10077365,887.0,10202959,892.7,9107669,812.9,9512410,836.1,9291067,820.1,8502556,738.3,7910181,652.6,6715239,543.2,3853852,340.0,5620716,480.7,5428295,468.9,5436920,469.9,5605521,480.7,4919101,433.5,2396490,211.4
430,Gallatin Hall (05060; B-251),50956,1589880,113.7,1263506,90.5,707594,52.5,3864557,279.3,8059271,562.8,9351759,648.3,3492963,266.7,3562381,282.5,3550046,267.6,2753544,222.0,3459922,282.1,3997515,329.2,2954880,269.2,3103661,277.6,3121872,278.9,3067838,272.7,2677202,239.8,2278041,215.2,2377103,220.9,2428974,225.7,2434741,226.7,1774282,163.5
430,Greenhill House (05096; B-261),5940,301904,27.0,251694,22.8,197843,19.5,205270,18.7,176615,17.8,217533,22.3,518232,44.3,680041,54.5,537804,42.6,640087,48.8,601853,46.1,526142,40.5,521623,40.1,567431,43.1,544689,41.2,567022,42.5,516372,38.6,561773,42.0,555249,41.9,565283,42.4,518904,38.6,280831,21.0
430,Hamilton Hall (05061; B-254),47297,2793141,258.8,2445516,226.2,2003606,200.6,2142756,202.3,1817279,186.5,1904586,194.9,3007971,266.6,4294358,374.7,4702811,408.9,3995970,370.4,3484106,292.7,3765364,311.5,2547087,227.3,2751677,242.6,2662308,231.8,2676413,233.3,2325724,204.2,1924845,178.0,2044178,186.3,2056990,186.8,2078368,189.6,1494401,134.2
430,Kresge Hall (05021; B-248),66822,3267246,253.7,2747053,213.1,3190684,239.8,4425053,329.8,5186211,400.1,5213092,401.6,11393268,823.2,12564644,898.4,13874021,985.7,12759116,906.0,10171168,724.5,12218933,865.4,14892719,1051.7,14699005,1038.1,13369175,938.4,,,,,,,,,,,,,,
430,"Loeb House, HBS (05095; B-258)",6067,326470,29.8,287991,26.9,288317,29.8,281477,27.4,247149,25.9,233307,24.1,426007,37.6,527804,43.1,578776,47.1,425401,35.8,476464,38.8,493464,38.8,306289,25.6,333822,27.5,338223,27.9,335085,27.5,284234,23.4,206182,17.3,227770,19.0,230833,19.2,223520,18.4,152644,12.0
430,Ludcke House (05090; B-244),9611,364780,34.1,319849,30.6,237857,24.0,275653,26.8,217444,22.5,246481,25.6,422268,37.1,555335,46.3,603025,49.9,460623,39.9,505705,42.2,541202,44.2,347393,30.3,369194,31.6,360415,30.4,360412,30.4,321155,27.6,253755,22.8,286538,25.7,262599,22.9,238819,20.2,152125,12.0
430,Mcarthur Hall (05067; B-237),112355,12815421,1099.3,12213729,1067.9,12203896,1060.6,9545050,839.2,9871134,875.8,13459560,1111.3,11566759,975.3,10906967,929.0,12100942,1001.6,9225975,809.6,8327356,741.0,7582899,675.6,5907370,545.9,8670322,749.2,9800306,822.1,9964753,817.6,7114888,593.6,7018745,579.9,7297813,600.3,7596210,617.6,5981131,488.5,2425372,191.5
430,Mccollum Center (05041; B-264),20083,2786943,256.7,3190640,285.4,3097152,276.6,2998480,262.4,3565333,310.2,3757960,320.6,2609154,237.2,2385380,210.7,2207158,188.2,1826082,155.3,1864762,154.3,1456649,109.7,1651296,134.0,1948042,163.7,1820295,155.4,1070460,98.8,1427910,122.1,1378271,117.4,1459856,127.2,1485731,127.9,1202639,103.7,574867,49.3
430,Mcculloch Hall (05062; B-255),53118,4698050,419.0,5568458,481.6,4629123,408.0,5422528,458.2,4710585,407.3,4948497,433.9,4497167,392.8,3749845,340.7,4542769,399.3,3632991,321.7,3360949,304.8,3575394,326.2,3616182,332.1,3364170,310.2,3550599,320.7,3726924,329.8,3176206,286.1,3586942,313.2,3428264,303.1,3456104,305.1,3351234,299.0,1454508,129.2
430,Mellon Hall (05065; B-256),49028,2707197,249.0,5866268,469.1,5422735,445.9,5923928,468.4,5840643,465.6,6023416,471.5,4459116,365.1,4636903,375.4,4900550,394.2,3490066,291.0,3052204,255.3,3358633,272.2,3420854,279.5,3171452,259.3,3714258,296.7,3623421,290.4,2958400,242.4,2987905,241.8,3068284,248.0,3174371,255.8,3173136,257.4,2990238,236.2
430,Morgan Hall (05091; B-245),127898,7302053,605.3,13743191,1286.3,11920849,1177.3,12925223,1210.9,12906459,1158.4,11103773,1037.3,9644080,900.1,5716863,602.5,6957974,673.7,5121510,509.0,5751796,550.0,6134299,576.9,6058037,567.4,7143887,642.3,6909141,619.3,6738825,582.7,4798925,463.2,4617701,440.3,4693759,443.8,4554038,429.9,3916916,370.1,2612032,232.3
430,Morris Hall (05063; B-257),50786,3622014,346.0,2568978,283.0,2245440,253.5,2218947,248.9,2203727,249.5,2079062,235.1,3557453,331.9,4351928,372.7,4391991,363.8,3199691,273.0,3547771,292.1,3874758,315.2,2519864,219.5,2767750,239.2,2685146,229.0,2585630,217.6,2196458,184.9,1826486,163.6,1932840,170.1,1961834,172.3,1912006,167.0,1336966,113.5
430,"Rock, Arthur Center for Entrepreneurship (05098; B-266)",27782,2384858,214.2,2421687,227.6,2566520,243.7,2549882,242.5,3217112,304.5,2557188,259.5,2937827,276.1,3150937,296.3,2946051,269.9,2566091,226.1,2542900,222.7,2583136,227.1,2413950,215.6,2530589,223.6,2646686,231.6,2525393,220.9,2227530,196.6,2585681,217.7,2193757,191.7,2107313,185.8,1829889,162.3,1191594,100.8
430,Shad Hall (05003; B-269),156601,14624618,1374.5,13985085,1298.2,15519275,1397.7,18101000,1608.2,14862159,1483.2,11494566,1196.4,16887496,1516.0,17718909,1594.3,16413266,1491.8,18537275,1582.7,16644304,1475.2,17483585,1521.9,17282403,1516.9,17286865,1527.9,17077759,1545.8,17611762,1542.5,15792851,1352.8,15109966,1307.4,15146343,1291.9,14121828,1240.9,14498140,1171.8,9258128,729.4
430,Spangler Center (05024; B-279),139437,5265726,601.9,16579033,1390.4,22600847,1892.9,19270496,1614.7,20361609,1708.9,21528566,1777.9,22301691,1801.4,25838764,2033.9,24805784,1961.9,21617260,1728.4,18198001,1475.7,16994645,1386.8,16558601,1341.6,15752262,1255.6,17428943,1378.4,17548343,1385.2,15841643,1254.1,14614098,1178.7,15800602,1255.9,16147585,1263.4,14296043,1124.3,7697787,620.5
430,Wilder House (05100; B-246),6377,319191,28.9,292591,27.4,248163,25.2,253731,24.3,208634,21.5,196466,19.9,512843,43.0,661332,54.5,706175,58.1,492679,41.6,450637,38.7,508312,42.9,490569,40.9,425120,34.5,507116,40.5,484337,38.5,376975,30.0,375379,29.3,379555,29.4,390442,30.0,373159,28.3,342846,24.8
430,Wyss Hall (05099; B-259),6290,365827,34.3,305370,28.9,257508,26.3,268602,26.0,236057,24.6,247094,25.7,370462,31.2,385022,26.8,417890,28.7,470443,41.0,986390,97.1,980858,94.5,531006,51.2,478975,44.1,464403,42.3,456862,41.5,419861,38.9,350776,33.9,366136,34.8,365440,34.6,355820,33.6,196310,17.0
430,Hawes Hall (05043; B-278),61103,,,,,4381221,458.7,6365032,650.3,7435232,710.2,8889382,840.8,11801251,1195.9,10527674,1031.5,6693045,606.7,5376383,511.3,4364468,434.7,4676009,458.1,4781301,487.3,4533489,467.4,5687639,594.4,7781034,828.8,7620738,816.6,5000348,510.5,4823226,501.5,4211739,434.4,3738588,382.9,2142940,215.6
430,125 Western Avenue / Batten Hall (06074; B-06074),79259,,,,,,,,,,,,,,,,,,,,,,,449565,51.4,3683109,282.9,5129622,437.2,5058547,428.3,5840846,456.4,4200906,357.3,6742293,581.0,4219954,365.9,4034273,354.7,3539329,313.8,1615368,122.0
430,Tata Hall (05068; B-05068),,,,,,,,,,,,,,,,,,,,,,,,,,17800,2.0,13850373,1038.2,6046743,485.3,7873615,645.8,6824005,580.9,6310279,544.5,6322948,539.5,6316103,541.5,5347285,465.1,3201353,243.2
580,10 DeWolfe Street (06134; B-872),65035,3916294,447.6,3863066,441.6,3906058,446.5,4125108,471.5,4481321,512.2,11118279,849.3,9467814,766.6,9502310,764.2,9931856,791.7,9512730,741.5,8385856,646.9,8528935,677.8,7802010,622.3,5810106,465.2,6356790,486.0,6678103,493.6,5874306,452.2,5905082,443.6,6179559,463.1,6221323,459.7,5599273,416.1,2823122,227.0
580,1201 Mass Ave (prev The Inn At Harvard) (06068; B-189),96592,1946488,222.5,1978428,226.1,1810571,207.0,1820387,208.1,1723224,197.0,9239259,594.2,8475339,548.2,8293735,536.4,8474692,550.9,8465548,537.9,8735453,569.3,9353311,677.0,7983427,583.8,8680156,632.4,301922,28.7,,,,,,,,,,,,,,
580,219 Western Avenue (06039; B-844),94340,379251,43.3,375518,42.9,375668,42.9,358731,41.0,276928,31.7,2936286,170.8,2637245,151.5,3953635,292.4,3971541,294.9,3840907,287.0,4041596,303.4,4130017,300.9,4773070,344.0,5058796,356.8,2964894,204.7,,,,,,,,,,,,,,
580,41 Winthrop Street (06040; B-629),2950,23584,2.7,32182,3.7,23625,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,78 Mount Auburn Street (06022; B-970),7210,64077,7.3,51726,5.9,50702,5.8,55138,6.3,53603,6.1,403555,25.2,352199,23.4,407188,26.5,434933,27.1,435378,27.3,396329,25.3,387204,24.1,347097,21.5,390223,23.7,450866,26.3,398876,22.1,322467,19.1,353983,21.1,385718,23.1,387505,23.8,321135,20.0,113137,7.7
580,Dana Palmer (06006; B-102),5964,140090,16.0,100634,11.5,102145,11.7,137336,15.7,117055,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Faculty Club (00951; B-875),39895,6714497,484.1,6772502,499.6,6308404,459.5,5929712,425.5,8975729,594.1,11849472,744.0,12784555,804.3,13005473,813.2,13408409,810.8,11469882,711.1,9600945,636.0,10385281,689.5,10212398,662.2,12690894,804.5,10387995,705.9,11415686,743.8,7463101,513.5,7399491,496.9,7169448,488.5,7362171,505.2,5920327,415.3,1932874,136.0
580,Farkas Hall (formerly known as New College theater & Hasty Pudding) (06017; B-019),38724,599420,41.2,667410,45.8,158000,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,"Loeb House, 17 Quincy Street (06026; B-103)",21330,1039871,85.4,1276465,101.7,1221417,98.0,1408275,111.8,1417790,111.0,1566217,117.9,1693377,152.6,2753848,175.3,2874188,183.9,1855029,129.8,1403496,100.5,1523146,103.7,1391780,95.0,1889333,131.3,1833033,125.2,1754737,120.5,1198616,80.6,1305002,87.8,1380797,92.7,1500377,100.6,1657637,114.9,609083,46.8
580,Memorial Church Appleton Chapel (00600; B-305),33203,3117114,228.4,3016774,216.4,3295794,276.3,3966083,314.0,4466522,334.3,3789139,294.1,4632645,359.7,4064611,303.5,4205885,317.6,4125475,314.6,3605904,267.2,3696288,289.5,3044192,244.6,3211969,250.5,3998632,319.8,3573646,269.8,3204148,236.5,2106477,164.8,2921747,219.2,3597206,266.0,2571738,195.7,1267733,105.7
580,Peabody Terrace (06106; B-425),450849,23605340,1621.2,25420870,1745.9,27235930,1870.6,34934230,2399.3,34315740,2356.8,34733430,2381.1,30919466,2401.0,32516738,2539.7,34069795,2667.7,31789925,2502.4,26547654,2123.8,29503103,2347.9,31568418,2495.5,32747071,2563.3,39627078,3100.5,40329027,3139.2,36408321,2857.2,37243459,2920.6,38665820,3015.6,37323750,2934.7,37250038,2922.3,22996798,1781.6
580,Smith Campus Center (formerly Holyoke Center) Bank (06060; B-272),28346,2703695,146.7,2218395,134.1,1757445,139.3,2319772,133.3,2136371,116.5,12266770,657.0,12147084,653.7,9850555,541.8,11701072,643.8,9652761,526.7,12323090,658.0,10175603,541.7,4894251,260.4,4390229,234.9,4989173,291.8,4873204,298.4,3414615,212.1,1054583,87.2,2944463,180.9,1663667,91.1,1563438,109.1,997501,79.3
580,Smith Campus Center (formerly Holyoke Center) Garage (06061; B-274),45772,1998397,197.6,1760772,190.8,2137351,218.6,1883326,187.7,1110217,126.9,1011808,115.7,1049613,120.0,1044434,119.4,1024405,117.1,888984,101.6,896876,102.5,660254,75.5,566406,64.7,556963,63.7,497052,56.8,424767,48.6,387321,44.3,427023,48.8,497664,56.9,735995,84.1,682423,78.0,387282,44.3
580,Smith Campus Center (formerly Holyoke Center) Health Services (01130; B-973),77155,1332920,91.5,452310,31.1,1110910,76.3,1189980,81.7,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Smith Campus Center (formerly Holyoke Center) Office  Tower (06043; B-100),198740,17233258,1231.7,15802625,1287.7,15051560,1412.2,17515065,1397.3,15064328,1184.3,22929432,1599.4,22344707,1588.9,20455402,1521.8,19622668,1490.0,17984106,1367.0,18861990,1419.2,16384689,1176.2,11345250,868.7,11824164,893.6,12834569,932.8,11373026,837.5,9715148,760.2,9239211,773.5,10222645,833.8,25033575,1571.0,26481723,1527.7,12898383,727.9
580,Smith Campus Center (formerly Holyoke Center) Shops (06062; B-273),34829,5588361,203.9,4484305,175.7,2605568,152.0,4620783,178.2,4725079,164.8,4416980,172.0,4331411,173.9,3595767,179.0,3132800,164.4,3363790,170.4,4300526,182.6,3458883,156.2,4013362,192.9,5516815,276.1,5526575,277.8,5114777,258.8,3892823,190.9,1426176,64.9,3059334,152.9,3632855,126.8,1206139,86.5,627265,46.1
580,Soldiers Field Park (06113; B-870),690122,33845488,2811.6,35175098,2924.3,34719368,2937.2,39192656,3238.5,38774338,3210.4,38156624,3129.9,33340631,2712.3,27805631,2294.6,27003028,2234.0,29000990,2332.5,25141118,2065.0,29264997,2368.6,23382501,1942.7,28498686,2287.0,29656236,2374.8,30667036,2447.4,27294704,2214.6,29331161,2361.3,28900125,2328.1,29858171,2334.2,22523621,1788.4,14714863,1201.7
580,Sparks House (00610; B-307),6931,442820,36.8,576780,51.5,547140,51.5,510999,49.5,515788,49.7,553480,50.2,561236,52.1,581899,53.0,531880,49.9,507436,45.3,447493,39.7,495157,42.7,444257,38.5,556790,47.2,579019,49.0,566621,46.0,564402,45.7,549004,44.6,563930,47.6,616286,51.0,518720,41.1,331379,26.9
580,Wadsworth House (06037; B-106),13206,867309,67.6,939017,72.7,747302,58.7,1011740,70.4,784376,58.2,779040,57.8,736358,54.0,868917,62.4,956481,71.8,1116816,72.7,939567,65.4,886796,62.9,791243,58.2,816145,61.6,847294,61.8,779621,56.2,823082,58.2,1035658,72.7,719769,52.9,722405,51.7,595604,43.5,310103,23.8
580,60 Oxford Street (06225; B-06225),97036,,,,,376685,43.1,14525062,1427.5,22541887,2225.5,22659816,2144.7,28105739,2650.9,34124570,3264.5,37164689,3596.3,13819977,943.4,10490833,771.7,11637448,812.0,12320896,801.8,12084469,850.1,12795696,929.4,11424462,845.9,10844358,786.5,10355698,752.4,10640590,775.4,12040572,807.7,13571093,970.6,9204884,606.0
580,One Western Avenue (06220; B-876),240288,,,,,625181,71.5,4842732,553.5,15613183,1732.3,28821714,2604.8,25576297,2300.1,19764333,1617.5,18825741,1487.2,17352979,1372.3,16738997,1335.7,18714505,1563.1,15360752,1322.1,18218013,1517.7,19328789,1612.6,17842600,1504.1,15770403,1356.9,16197928,1378.2,16668956,1417.6,18536898,1543.8,14831555,1264.1,9339608,813.2
580,100 Holton Street (06052; B-721),115577,,,,,,,,,10509,1.2,2716743,170.7,3054970,201.0,2985044,180.7,3325409,223.3,3306450,213.6,4140677,260.2,3598207,240.6,2736232,192.6,2912813,193.7,2550105,147.5,2495995,137.1,1939999,107.2,1997712,110.3,2646109,145.1,2210823,121.4,2247079,122.6,178483,11.4
580,Blackstone Switch House (01708; B-01708),39076,,,,,,,,,15249,1.7,142179,16.2,277003,31.7,420781,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Presidents House (06009; B-363),12950,,,,,,,,,33395,3.2,914667,66.8,913268,68.7,713101,52.0,726314,51.3,744552,52.4,747237,52.4,798787,56.4,672526,49.8,724120,52.6,800596,56.9,785452,50.3,665852,44.5,692434,46.1,709521,47.7,750699,53.5,752284,47.6,374227,24.0
580,1-2 Athens Terrace (06136; B-200),3519,,,,,,,,,,,3808,0.4,7223,0.8,7684,0.9,6981,0.8,9308,1.1,171438,11.1,193735,12.4,151632,9.7,180452,11.4,207061,12.7,203746,12.5,170620,10.6,187427,11.6,222920,13.4,203794,12.5,205322,12.7,104987,6.8
580,10 Mellen Street (06161; B-371),5027,,,,,,,,,,,19941,2.0,33035,3.3,107831,7.7,82866,6.3,83193,6.2,230180,15.8,262925,17.8,246695,16.7,272469,18.5,312327,21.3,275969,19.2,242725,17.7,307558,22.1,285577,20.2,307636,22.2,242106,18.0,136768,10.5
580,101-103 Plympton Street (06168; B-410),1934,,,,,,,,,,,1146,0.1,1457,0.2,2887,0.3,1842,0.2,1904,0.2,142201,8.8,143580,9.1,136479,8.6,158369,9.9,177933,11.1,180548,10.8,14047,0.9,,,,,,,,,,
580,1033 Massachusetts Avenue (06205; B-139),103563,,,,,,,,,,,9886744,801.5,8535990,711.3,7977024,681.4,7320454,636.9,6620409,596.5,6718953,589.4,7525536,649.7,6304892,579.1,5999442,536.7,7178729,588.0,7154144,584.7,5895252,530.0,6052240,534.1,5736952,502.1,3169929,362.3,3195382,365.2,1648429,188.4
580,108-120 Holton Street (06250; B-06250),9963,,,,,,,,,,,64193,7.3,44892,5.1,34482,3.9,31237,3.6,110880,12.7,1999,0.2,,,,,,,,,,,,,,,,,,,,,,
580,11 Sumner Road (06171; B-450),4186,,,,,,,,,,,342357,19.0,411281,23.7,229617,13.3,219113,14.6,238442,17.6,213494,15.6,239888,17.6,271347,19.8,208965,14.9,243934,17.5,257520,18.2,220502,16.4,241307,17.5,262202,19.7,269795,19.7,275158,20.3,130532,10.4
580,1120 Soldiers Field Road (06059; B-714),7316,,,,,,,,,,,439100,23.4,398700,21.2,450500,24.0,414000,22.0,336600,17.9,343900,18.3,374700,19.9,291200,15.5,323600,17.2,395700,21.1,312900,16.6,309100,16.4,4041000,215.0,276100,14.7,240500,12.8,57200,3.0,33700,1.8
580,118 Banks Street and 23-25 Flagg Street (06144; B-214),5248,,,,,,,,,,,46850,4.7,64891,6.5,49483,4.7,39263,3.5,49273,4.6,286599,18.3,289421,19.5,270342,18.4,289699,19.7,308987,20.5,315783,20.9,275321,19.4,287314,19.8,270520,18.5,294492,20.0,258613,17.7,114735,7.7
580,12 Mellen Street (06162; B-372),4551,,,,,,,,,,,33416,2.0,59397,3.7,88023,5.2,52452,3.1,50584,2.9,311399,18.6,381851,22.7,342217,20.7,360974,22.1,421731,26.2,402525,24.9,294071,17.7,332985,20.8,300265,18.6,309455,18.8,272530,15.8,117085,6.9
